date,nav,daily_return,total_equity
2014-04-08,1.000000,0.000000,
2014-04-09,1.000000,0.000000,
2014-04-10,1.000000,0.000000,
2014-04-11,1.000000,0.000000,
2014-04-14,1.000000,0.000000,
2014-04-15,1.000000,0.000000,
2014-04-16,1.000000,0.000000,
2014-04-17,1.000000,0.000000,
2014-04-21,1.000000,0.000000,
2014-04-22,1.000000,0.000000,
2014-04-23,1.000000,0.000000,
2014-04-24,1.000000,0.000000,
2014-04-25,1.000000,0.000000,
2014-04-28,1.000000,0.000000,
2014-04-29,1.000000,0.000000,
2014-04-30,1.000000,0.000000,
2014-05-01,1.000000,0.000000,
2014-05-02,1.000000,0.000000,
2014-05-05,1.000000,0.000000,
2014-05-06,1.000000,0.000000,
2014-05-07,1.000000,0.000000,
2014-05-08,1.000000,0.000000,
2014-05-09,1.000000,0.000000,
2014-05-12,1.000000,0.000000,
2014-05-13,1.000000,0.000000,
2014-05-14,1.000000,0.000000,
2014-05-15,1.000000,0.000000,
2014-05-16,1.000000,0.000000,
2014-05-19,1.000000,0.000000,
2014-05-20,1.000000,0.000000,
2014-05-21,1.000000,0.000000,
2014-05-22,1.000000,0.000000,
2014-05-23,1.000000,0.000000,
2014-05-27,1.000000,0.000000,
2014-05-28,1.000000,0.000000,
2014-05-29,1.000000,0.000000,
2014-05-30,1.000000,0.000000,
2014-06-02,1.000000,0.000000,
2014-06-03,1.000000,0.000000,
2014-06-04,1.000000,0.000000,
2014-06-05,1.000000,0.000000,
2014-06-06,1.000000,0.000000,
2014-06-09,1.000000,0.000000,
2014-06-10,1.000000,0.000000,
2014-06-11,1.000000,0.000000,
2014-06-12,1.000000,0.000000,
2014-06-13,1.000000,0.000000,
2014-06-16,1.000000,0.000000,
2014-06-17,1.000000,0.000000,
2014-06-18,1.000000,0.000000,
2014-06-19,1.000000,0.000000,
2014-06-20,1.000000,0.000000,
2014-06-23,1.000000,0.000000,
2014-06-24,1.000000,0.000000,
2014-06-25,1.000000,0.000000,
2014-06-26,1.000000,0.000000,
2014-06-27,1.000000,0.000000,
2014-06-30,1.000000,0.000000,
2014-07-01,1.000000,0.000000,
2014-07-02,1.000000,0.000000,
2014-07-03,1.000000,0.000000,
2014-07-07,1.000000,0.000000,
2014-07-08,1.000000,0.000000,
2014-07-09,1.000000,0.000000,
2014-07-10,1.000000,0.000000,
2014-07-11,1.000000,0.000000,
2014-07-14,1.000000,0.000000,
2014-07-15,1.000000,0.000000,
2014-07-16,1.000000,0.000000,
2014-07-17,1.000000,0.000000,
2014-07-18,1.000000,0.000000,
2014-07-21,1.000000,0.000000,
2014-07-22,1.000000,0.000000,
2014-07-23,1.000000,0.000000,
2014-07-24,1.000000,0.000000,
2014-07-25,1.000000,0.000000,
2014-07-28,1.000000,0.000000,
2014-07-29,1.000000,0.000000,
2014-07-30,1.000000,0.000000,
2014-07-31,1.000000,0.000000,
2014-08-01,1.000000,0.000000,
2014-08-04,1.000000,0.000000,
2014-08-05,1.000000,0.000000,
2014-08-06,1.000000,0.000000,
2014-08-07,1.000000,0.000000,
2014-08-08,1.000000,0.000000,
2014-08-11,1.000000,0.000000,
2014-08-12,1.000000,0.000000,
2014-08-13,1.000000,0.000000,
2014-08-14,1.000000,0.000000,
2014-08-15,1.000000,0.000000,
2014-08-18,1.000000,0.000000,
2014-08-19,1.000000,0.000000,
2014-08-20,1.000000,0.000000,
2014-08-21,1.000000,0.000000,
2014-08-22,1.000000,0.000000,
2014-08-25,1.000000,0.000000,
2014-08-26,1.000000,0.000000,
2014-08-27,1.000000,0.000000,
2014-08-28,1.000000,0.000000,
2014-08-29,0.999877,-0.000123,
2014-09-02,0.993957,-0.005921,
2014-09-03,1.001838,0.007929,
2014-09-04,0.997271,-0.004559,
2014-09-05,1.001956,0.004698,
2014-09-08,0.995059,-0.006884,
2014-09-09,0.987388,-0.007709,
2014-09-10,0.983946,-0.003486,
2014-09-11,0.979656,-0.004359,
2014-09-12,0.970673,-0.009170,
2014-09-15,0.968650,-0.002085,
2014-09-16,0.975692,0.007270,
2014-09-17,0.970054,-0.005779,
2014-09-18,0.971862,0.001863,
2014-09-19,0.970407,-0.001497,
2014-09-22,0.962084,-0.008577,
2014-09-23,0.960045,-0.002119,
2014-09-24,0.966784,0.007019,
2014-09-25,0.956642,-0.010490,
2014-09-26,0.959252,0.002728,
2014-09-29,0.951305,-0.008285,
2014-09-30,0.948362,-0.003093,
2014-10-01,0.949627,0.001334,
2014-10-02,0.947416,-0.002328,
2014-10-03,0.950290,0.003033,
2014-10-06,0.951364,0.001130,
2014-10-07,0.950376,-0.001039,
2014-10-08,0.956712,0.006667,
2014-10-09,0.949081,-0.007977,
2014-10-10,0.947854,-0.001293,
2014-10-13,0.945249,-0.002749,
2014-10-14,0.947040,0.001895,
2014-10-15,0.947034,-0.000007,
2014-10-16,0.945617,-0.001497,
2014-10-17,0.947655,0.002155,
2014-10-20,0.951588,0.004150,
2014-10-21,0.956015,0.004652,
2014-10-22,0.953348,-0.002790,
2014-10-23,0.954574,0.001286,
2014-10-24,0.956985,0.002526,
2014-10-27,0.956857,-0.000134,
2014-10-28,0.958994,0.002233,
2014-10-29,0.958074,-0.000960,
2014-10-30,0.959922,0.001929,
2014-10-31,0.966455,0.006806,
2014-11-03,0.968856,0.002484,
2014-11-04,0.968018,-0.000864,
2014-11-05,0.967483,-0.000553,
2014-11-06,0.965598,-0.001949,
2014-11-07,0.969069,0.003595,
2014-11-10,0.969194,0.000129,
2014-11-11,0.969985,0.000816,
2014-11-12,0.967922,-0.002127,
2014-11-13,0.970420,0.002582,
2014-11-14,0.971576,0.001191,
2014-11-17,0.971202,-0.000385,
2014-11-18,0.975637,0.004566,
2014-11-19,0.970049,-0.005727,
2014-11-20,0.974041,0.004115,
2014-11-21,0.978684,0.004767,
2014-11-24,0.981710,0.003092,
2014-11-25,0.984140,0.002475,
2014-11-26,0.989007,0.004946,
2014-11-28,0.989764,0.000765,
2014-12-01,0.988470,-0.001308,
2014-12-02,0.983722,-0.004803,
2014-12-03,0.985419,0.001725,
2014-12-04,0.988638,0.003267,
2014-12-05,0.984007,-0.004684,
2014-12-08,0.987110,0.003153,
2014-12-09,0.991158,0.004101,
2014-12-10,0.992120,0.000971,
2014-12-11,0.992316,0.000198,
2014-12-12,0.996899,0.004619,
2014-12-15,0.991809,-0.005107,
2014-12-16,0.995918,0.004143,
2014-12-17,0.993099,-0.002830,
2014-12-18,0.990192,-0.002927,
2014-12-19,0.995976,0.005842,
2014-12-22,0.995510,-0.000468,
2014-12-23,0.987526,-0.008020,
2014-12-24,0.988560,0.001046,
2014-12-26,0.991188,0.002658,
2014-12-29,0.994035,0.002873,
2014-12-30,0.994871,0.000841,
2014-12-31,0.993657,-0.001220,
2015-01-02,0.998401,0.004774,
2015-01-05,1.002356,0.003962,
2015-01-06,1.008495,0.006124,
2015-01-07,1.009450,0.000947,
2015-01-08,1.007062,-0.002366,
2015-01-09,1.011304,0.004212,
2015-01-12,1.012843,0.001522,
2015-01-13,1.012685,-0.000156,
2015-01-14,1.016330,0.003599,
2015-01-15,1.023594,0.007148,
2015-01-16,1.019902,-0.003607,
2015-01-20,1.024234,0.004247,
2015-01-21,1.020170,-0.003968,
2015-01-22,1.020444,0.000269,
2015-01-23,1.025777,0.005226,
2015-01-26,1.023626,-0.002097,
2015-01-27,1.023362,-0.000257,
2015-01-28,1.028440,0.004962,
2015-01-29,1.025349,-0.003005,
2015-01-30,1.026864,0.001477,
2015-02-02,1.027558,0.000676,
2015-02-03,1.026145,-0.001375,
2015-02-04,1.024918,-0.001196,
2015-02-05,1.026155,0.001207,
2015-02-06,1.014000,-0.011845,
2015-02-09,1.012280,-0.001696,
2015-02-10,1.011673,-0.000599,
2015-02-11,1.010815,-0.000848,
2015-02-12,1.014386,0.003532,
2015-02-13,1.012005,-0.002347,
2015-02-17,1.006846,-0.005098,
2015-02-18,1.010296,0.003426,
2015-02-19,1.004573,-0.005664,
2015-02-20,1.007280,0.002695,
2015-02-23,1.011442,0.004132,
2015-02-24,1.012567,0.001113,
2015-02-25,1.014253,0.001664,
2015-02-26,1.008035,-0.006131,
2015-02-27,1.009840,0.001791,
2015-03-02,1.005876,-0.003926,
2015-03-03,1.003569,-0.002293,
2015-03-04,1.002034,-0.001529,
2015-03-05,1.002133,0.000099,
2015-03-06,0.989715,-0.012393,
2015-03-09,0.993605,0.003931,
2015-03-10,0.991221,-0.002399,
2015-03-11,0.992334,0.001122,
2015-03-12,0.996258,0.003955,
2015-03-13,0.992593,-0.003679,
2015-03-16,0.999276,0.006733,
2015-03-17,0.999596,0.000321,
2015-03-18,1.011501,0.011909,
2015-03-19,1.007221,-0.004231,
2015-03-20,1.012959,0.005696,
2015-03-23,1.012940,-0.000018,
2015-03-24,1.013639,0.000690,
2015-03-25,1.006702,-0.006844,
2015-03-26,1.002406,-0.004267,
2015-03-27,1.005369,0.002957,
2015-03-30,1.008061,0.002677,
2015-03-31,1.008338,0.000274,
2015-04-01,1.011083,0.002723,
2015-04-02,1.010690,-0.000388,
2015-04-06,1.013351,0.002633,
2015-04-07,1.010694,-0.002622,
2015-04-08,1.010488,-0.000204,
2015-04-09,1.004473,-0.005953,
2015-04-10,1.004147,-0.000324,
2015-04-13,1.005052,0.000901,
2015-04-14,1.007376,0.002312,
2015-04-15,1.006643,-0.000728,
2015-04-16,1.007397,0.000749,
2015-04-17,1.007692,0.000293,
2015-04-20,1.006827,-0.000858,
2015-04-21,1.005925,-0.000896,
2015-04-22,1.002754,-0.003152,
2015-04-23,1.005063,0.002303,
2015-04-24,1.007533,0.002458,
2015-04-27,1.006526,-0.001000,
2015-04-28,1.003161,-0.003344,
2015-04-29,0.997535,-0.005608,
2015-04-30,0.985754,-0.011810,
2015-05-01,0.988774,0.003064,
2015-05-04,0.989992,0.001232,
2015-05-05,0.980846,-0.009239,
2015-05-06,0.973340,-0.007652,
2015-05-07,0.975959,0.002691,
2015-05-08,0.987941,0.012277,
2015-05-11,0.975026,-0.013073,
2015-05-12,0.975045,0.000020,
2015-05-13,0.976112,0.001094,
2015-05-14,0.982612,0.006660,
2015-05-15,0.990262,0.007786,
2015-05-18,0.986407,-0.003893,
2015-05-19,0.983523,-0.002923,
2015-05-20,0.983734,0.000215,
2015-05-21,0.987734,0.004066,
2015-05-22,0.987164,-0.000577,
2015-05-26,0.981055,-0.006188,
2015-05-27,0.984116,0.003119,
2015-05-28,0.979992,-0.004190,
2015-05-29,0.979152,-0.000857,
2015-06-01,0.976897,-0.002302,
2015-06-02,0.972583,-0.004417,
2015-06-03,0.967122,-0.005615,
2015-06-04,0.967328,0.000213,
2015-06-05,0.962012,-0.005495,
2015-06-08,0.961369,-0.000668,
2015-06-09,0.959539,-0.001904,
2015-06-10,0.961336,0.001872,
2015-06-11,0.966183,0.005043,
2015-06-12,0.963897,-0.002367,
2015-06-15,0.964805,0.000943,
2015-06-16,0.967926,0.003235,
2015-06-17,0.969354,0.001475,
2015-06-18,0.973275,0.004045,
2015-06-19,0.974877,0.001647,
2015-06-22,0.969848,-0.005159,
2015-06-23,0.967325,-0.002601,
2015-06-24,0.967300,-0.000026,
2015-06-25,0.964902,-0.002479,
2015-06-26,0.961476,-0.003552,
2015-06-29,0.963848,0.002467,
2015-06-30,0.968305,0.004625,
2015-07-01,0.969885,0.001632,
2015-07-02,0.969734,-0.000155,
2015-07-06,0.963137,-0.006803,
2015-07-07,0.965172,0.002112,
2015-07-08,0.956605,-0.008876,
2015-07-09,0.959129,0.002638,
2015-07-10,0.965610,0.006757,
2015-07-13,0.970912,0.005491,
2015-07-14,0.972596,0.001734,
2015-07-15,0.970705,-0.001944,
2015-07-16,0.973656,0.003040,
2015-07-17,0.973180,-0.000489,
2015-07-20,0.970649,-0.002601,
2015-07-21,0.969453,-0.001232,
2015-07-22,0.966123,-0.003435,
2015-07-23,0.962193,-0.004068,
2015-07-24,0.955960,-0.006479,
2015-07-27,0.950240,-0.005983,
2015-07-28,0.957336,0.007467,
2015-07-29,0.961137,0.003971,
2015-07-30,0.960398,-0.000769,
2015-07-31,0.963764,0.003505,
2015-08-03,0.962762,-0.001039,
2015-08-04,0.960785,-0.002054,
2015-08-05,0.962299,0.001575,
2015-08-06,0.959437,-0.002974,
2015-08-07,0.959327,-0.000115,
2015-08-10,0.965956,0.006910,
2015-08-11,0.960262,-0.005895,
2015-08-12,0.958218,-0.002128,
2015-08-13,0.956752,-0.001530,
2015-08-14,0.958069,0.001377,
2015-08-17,0.960007,0.002023,
2015-08-18,0.956194,-0.003971,
2015-08-19,0.952628,-0.003730,
2015-08-20,0.939024,-0.014281,
2015-08-21,0.923907,-0.016098,
2015-08-24,0.901107,-0.024679,
2015-08-25,0.898830,-0.002527,
2015-08-26,0.915197,0.018209,
2015-08-27,0.926264,0.012093,
2015-08-28,0.925950,-0.000340,
2015-08-31,0.923748,-0.002378,
2015-09-01,0.916858,-0.007458,
2015-09-02,0.919301,0.002665,
2015-09-03,0.919274,-0.000030,
2015-09-04,0.915526,-0.004077,
2015-09-08,0.920769,0.005726,
2015-09-09,0.914817,-0.006463,
2015-09-10,0.915607,0.000863,
2015-09-11,0.917111,0.001642,
2015-09-14,0.916317,-0.000865,
2015-09-15,0.916469,0.000166,
2015-09-16,0.921739,0.005750,
2015-09-17,0.925599,0.004188,
2015-09-18,0.923980,-0.001749,
2015-09-21,0.921749,-0.002415,
2015-09-22,0.918336,-0.003703,
2015-09-23,0.918141,-0.000212,
2015-09-24,0.922799,0.005074,
2015-09-25,0.920302,-0.002706,
2015-09-28,0.912802,-0.008150,
2015-09-29,0.912943,0.000155,
2015-09-30,0.913156,0.000234,
2015-10-01,0.913903,0.000818,
2015-10-02,0.918280,0.004789,
2015-10-05,0.913156,-0.005580,
2015-10-06,0.915077,0.002104,
2015-10-07,0.912729,-0.002566,
2015-10-08,0.910381,-0.002573,
2015-10-09,0.910914,0.000586,
2015-10-12,0.913903,0.003281,
2015-10-13,0.914757,0.000934,
2015-10-14,0.919774,0.005485,
2015-10-15,0.916678,-0.003366,
2015-10-16,0.915931,-0.000815,
2015-10-19,0.915504,-0.000466,
2015-10-20,0.912302,-0.003498,
2015-10-21,0.915504,0.003510,
2015-10-22,0.916358,0.000933,
2015-10-23,0.911234,-0.005592,
2015-10-26,0.913582,0.002577,
2015-10-27,0.915931,0.002571,
2015-10-28,0.911127,-0.005245,
2015-10-29,0.905575,-0.006093,
2015-10-30,0.906537,0.001062,
2015-11-02,0.906203,-0.000368,
2015-11-03,0.904575,-0.001796,
2015-11-04,0.902597,-0.002188,
2015-11-05,0.902298,-0.000331,
2015-11-06,0.896698,-0.006206,
2015-11-09,0.893840,-0.003188,
2015-11-10,0.895552,0.001915,
2015-11-11,0.894108,-0.001612,
2015-11-12,0.891347,-0.003089,
2015-11-13,0.891242,-0.000117,
2015-11-16,0.893756,0.002820,
2015-11-17,0.892694,-0.001188,
2015-11-18,0.895899,0.003589,
2015-11-19,0.898553,0.002962,
2015-11-20,0.898572,0.000021,
2015-11-23,0.898455,-0.000131,
2015-11-24,0.899818,0.001517,
2015-11-25,0.900384,0.000629,
2015-11-27,0.899761,-0.000692,
2015-11-30,0.900160,0.000444,
2015-12-01,0.906696,0.007261,
2015-12-02,0.902035,-0.005141,
2015-12-03,0.892078,-0.011038,
2015-12-04,0.899797,0.008653,
2015-12-07,0.898541,-0.001395,
2015-12-08,0.896773,-0.001968,
2015-12-09,0.894840,-0.002155,
2015-12-10,0.894194,-0.000722,
2015-12-11,0.893588,-0.000678,
2015-12-14,0.887632,-0.006665,
2015-12-15,0.888937,0.001470,
2015-12-16,0.892010,0.003456,
2015-12-17,0.889123,-0.003236,
2015-12-18,0.888252,-0.000980,
2015-12-21,0.890859,0.002935,
2015-12-22,0.890899,0.000045,
2015-12-23,0.892761,0.002090,
2015-12-24,0.895424,0.002984,
2015-12-28,0.893701,-0.001924,
2015-12-29,0.891563,-0.002393,
2015-12-30,0.889391,-0.002436,
2015-12-31,0.887868,-0.001713,
2016-01-04,0.887905,0.000042,
2016-01-05,0.887835,-0.000079,
2016-01-06,0.888122,0.000323,
2016-01-07,0.885313,-0.003162,
2016-01-08,0.883471,-0.002081,
2016-01-11,0.881813,-0.001876,
2016-01-12,0.883550,0.001969,
2016-01-13,0.880528,-0.003421,
2016-01-14,0.880805,0.000315,
2016-01-15,0.880227,-0.000657,
2016-01-19,0.879107,-0.001272,
2016-01-20,0.880057,0.001081,
2016-01-21,0.879954,-0.000117,
2016-01-22,0.882916,0.003365,
2016-01-25,0.880988,-0.002183,
2016-01-26,0.885641,0.005281,
2016-01-27,0.884339,-0.001470,
2016-01-28,0.884252,-0.000099,
2016-01-29,0.892400,0.009214,
2016-02-01,0.893627,0.001375,
2016-02-02,0.892508,-0.001252,
2016-02-03,0.895528,0.003384,
2016-02-04,0.899789,0.004757,
2016-02-05,0.899959,0.000190,
2016-02-08,0.903366,0.003786,
2016-02-09,0.902633,-0.000812,
2016-02-10,0.905339,0.002998,
2016-02-11,0.912513,0.007923,
2016-02-12,0.913243,0.000800,
2016-02-16,0.908393,-0.005310,
2016-02-17,0.912482,0.004501,
2016-02-18,0.919385,0.007565,
2016-02-19,0.917716,-0.001815,
2016-02-22,0.916954,-0.000830,
2016-02-23,0.918083,0.001232,
2016-02-24,0.919604,0.001656,
2016-02-25,0.923753,0.004512,
2016-02-26,0.920027,-0.004034,
2016-02-29,0.921897,0.002033,
2016-03-01,0.918136,-0.004080,
2016-03-02,0.919189,0.001147,
2016-03-03,0.922601,0.003712,
2016-03-04,0.920477,-0.002302,
2016-03-07,0.920201,-0.000300,
2016-03-08,0.922302,0.002283,
2016-03-09,0.919445,-0.003097,
2016-03-10,0.919286,-0.000174,
2016-03-11,0.916650,-0.002868,
2016-03-14,0.915709,-0.001026,
2016-03-15,0.915663,-0.000050,
2016-03-16,0.921623,0.006508,
2016-03-17,0.922881,0.001365,
2016-03-18,0.924056,0.001273,
2016-03-21,0.921229,-0.003059,
2016-03-22,0.920534,-0.000754,
2016-03-23,0.920554,0.000022,
2016-03-24,0.919829,-0.000788,
2016-03-28,0.920999,0.001272,
2016-03-29,0.928502,0.008147,
2016-03-30,0.925537,-0.003193,
2016-03-31,0.927146,0.001739,
2016-04-01,0.928569,0.001535,
2016-04-04,0.925858,-0.002920,
2016-04-05,0.927013,0.001248,
2016-04-06,0.928808,0.001937,
2016-04-07,0.929789,0.001056,
2016-04-08,0.929303,-0.000522,
2016-04-11,0.931465,0.002326,
2016-04-12,0.933532,0.002219,
2016-04-13,0.935712,0.002336,
2016-04-14,0.931637,-0.004355,
2016-04-15,0.933867,0.002393,
2016-04-18,0.935234,0.001464,
2016-04-19,0.939024,0.004053,
2016-04-20,0.936395,-0.002800,
2016-04-21,0.934941,-0.001552,
2016-04-22,0.930341,-0.004920,
2016-04-25,0.929794,-0.000588,
2016-04-26,0.930205,0.000443,
2016-04-27,0.932718,0.002701,
2016-04-28,0.934453,0.001859,
2016-04-29,0.937520,0.003282,
2016-05-02,0.936913,-0.000647,
2016-05-03,0.935978,-0.000999,
2016-05-04,0.934184,-0.001916,
2016-05-05,0.935253,0.001144,
2016-05-06,0.937635,0.002547,
2016-05-09,0.933923,-0.003958,
2016-05-10,0.938322,0.004709,
2016-05-11,0.938533,0.000225,
2016-05-12,0.935610,-0.003115,
2016-05-13,0.935888,0.000298,
2016-05-16,0.937210,0.001413,
2016-05-17,0.935259,-0.002081,
2016-05-18,0.928494,-0.007234,
2016-05-19,0.927767,-0.000783,
2016-05-20,0.930200,0.002622,
2016-05-23,0.929606,-0.000638,
2016-05-24,0.929069,-0.000578,
2016-05-25,0.930011,0.001014,
2016-05-26,0.930378,0.000395,
2016-05-27,0.929835,-0.000583,
2016-05-31,0.930534,0.000752,
2016-06-01,0.932437,0.002045,
2016-06-02,0.935340,0.003113,
2016-06-03,0.943998,0.009257,
2016-06-06,0.943378,-0.000657,
2016-06-07,0.944836,0.001545,
2016-06-08,0.950284,0.005766,
2016-06-09,0.952789,0.002636,
2016-06-10,0.952256,-0.000559,
2016-06-13,0.952904,0.000681,
2016-06-14,0.952041,-0.000906,
2016-06-15,0.954043,0.002102,
2016-06-16,0.954165,0.000128,
2016-06-17,0.953845,-0.000335,
2016-06-20,0.951333,-0.002633,
2016-06-21,0.947261,-0.004281,
2016-06-22,0.947335,0.000079,
2016-06-23,0.946152,-0.001249,
2016-06-24,0.952823,0.007051,
2016-06-27,0.957257,0.004654,
2016-06-28,0.961553,0.004487,
2016-06-29,0.964509,0.003075,
2016-06-30,0.970041,0.005735,
2016-07-01,0.978087,0.008295,
2016-07-05,0.980820,0.002794,
2016-07-06,0.983996,0.003238,
2016-07-07,0.982100,-0.001927,
2016-07-08,0.989911,0.007953,
2016-07-11,0.986006,-0.003944,
2016-07-12,0.980293,-0.005795,
2016-07-13,0.985235,0.005041,
2016-07-14,0.980729,-0.004574,
2016-07-15,0.976578,-0.004232,
2016-07-18,0.977065,0.000499,
2016-07-19,0.978793,0.001769,
2016-07-20,0.975495,-0.003369,
2016-07-21,0.977513,0.002069,
2016-07-22,0.977946,0.000443,
2016-07-25,0.975371,-0.002633,
2016-07-26,0.976561,0.001220,
2016-07-27,0.982799,0.006388,
2016-07-28,0.981951,-0.000863,
2016-07-29,0.987330,0.005478,
2016-08-01,0.982969,-0.004417,
2016-08-02,0.979025,-0.004012,
2016-08-03,0.979863,0.000855,
2016-08-04,0.983151,0.003356,
2016-08-05,0.978902,-0.004323,
2016-08-08,0.979363,0.000471,
2016-08-09,0.983442,0.004166,
2016-08-10,0.984534,0.001111,
2016-08-11,0.982070,-0.002502,
2016-08-12,0.984726,0.002705,
2016-08-15,0.983407,-0.001340,
2016-08-16,0.982129,-0.001300,
2016-08-17,0.984863,0.002784,
2016-08-18,0.987400,0.002576,
2016-08-19,0.983468,-0.003981,
2016-08-22,0.985718,0.002287,
2016-08-23,0.986754,0.001051,
2016-08-24,0.982380,-0.004432,
2016-08-25,0.980847,-0.001560,
2016-08-26,0.977848,-0.003058,
2016-08-29,0.983928,0.006217,
2016-08-30,0.980263,-0.003725,
2016-08-31,0.978890,-0.001400,
2016-09-01,0.979602,0.000727,
2016-09-02,0.980096,0.000504,
2016-09-06,0.986471,0.006504,
2016-09-07,0.986057,-0.000420,
2016-09-08,0.980856,-0.005274,
